user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HN00280011_F1016	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_039680845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp039680845	83.44	0.345	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001606025.1, s__Psychrobacter alimentarius, 95.0, 83.51, 0.336; GCF_900163785.1, s__Psychrobacter sp900163785, 95.0, 82.07, 0.311; GCF_016107545.1, s__Psychrobacter namhaensis, 95.0, 81.79, 0.266; GCF_000471625.1, s__Psychrobacter aquaticus, 95.0, 81.7, 0.27; GCF_904846715.1, s__Psychrobacter vallis, 95.0, 81.56, 0.251; GCA_963925435.1, s__Psychrobacter sp963925435, 95.0, 81.54, 0.229; GCF_904846225.1, s__Psychrobacter immobilis_F, 95.0, 81.31, 0.253; GCF_904846075.1, s__Psychrobacter glacincola_C, 96.47, 80.7, 0.175; GCA_900016235.2, s__Psychrobacter cibarius_A, 96.19, 80.68, 0.193; GCF_016107525.1, s__Psychrobacter aquimaris, 95.0, 80.58, 0.196; GCF_904846615.1, s__Psychrobacter sp000586455, 96.59, 80.56, 0.185; GCF_041431175.1, s__Psychrobacter sp041431175, 95.0, 80.52, 0.155; GCA_030686115.1, s__Psychrobacter cibarius_C, 95.0, 80.51, 0.187; GCF_018448495.1, s__Psychrobacter sp018448495, 96.52, 80.51, 0.164; GCA_904846265.1, s__Psychrobacter immobilis_A, 96.47, 80.49, 0.188; GCF_001435295.1, s__Psychrobacter sp001435295, 96.47, 80.48, 0.184; GCF_039523275.1, s__Psychrobacter piscatorii, 95.0, 80.43, 0.164; GCF_014897815.1, s__Psychrobacter sp003530515, 96.28, 80.42, 0.178; GCF_016107535.1, s__Psychrobacter cibarius, 96.4, 80.31, 0.177; GCF_000586475.1, s__Psychrobacter sp000586475, 96.45, 80.28, 0.172; GCF_015864825.1, s__Psychrobacter sp015864825, 95.0, 80.26, 0.156; GCF_003217155.1, s__Psychrobacter fozii, 95.0, 80.24, 0.151; GCF_003148585.1, s__Psychrobacter immobilis, 96.48, 80.22, 0.185; GCF_904846185.1, s__Psychrobacter immobilis_B, 96.34, 80.21, 0.184; GCF_904846065.1, s__Psychrobacter immobilis_H, 96.25, 80.19, 0.183; GCF_904845955.1, s__Psychrobacter cibarius_B, 96.29, 80.15, 0.168; GCF_904846525.1, s__Psychrobacter sp904846525, 96.33, 80.07, 0.172; GCF_015234355.1, s__Psychrobacter sp015234355, 95.0, 79.74, 0.151	99.09	11	0.99511	N/A
HN00280011_F1169-1	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp001955535	GCF_001955535.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp001955535	98.49	0.869	GCF_001955535.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp001955535	98.49	0.869	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_028747985.1, s__Paenibacillus urinalis, 95.0, 94.06, 0.812; GCF_900116105.1, s__Paenibacillus sp900116105, 95.0, 89.66, 0.734; GCA_023715865.1, s__Paenibacillus sp023715865, 95.0, 81.04, 0.16	87.65	11	N/A	Genome has more than 11.7% of markers with multiple hits
HN00280011_F2153	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	GCF_001461825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	98.65	0.922	GCF_001461825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	98.65	0.922	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000262045.1, s__Bacillus siamensis, 95.0, 94.05, 0.876; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 93.93, 0.843; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 87.79, 0.679; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 87.54, 0.674; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 81.34, 0.197; GCF_000009045.1, s__Bacillus subtilis, 95.0, 81.27, 0.186; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 80.99, 0.207; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 80.89, 0.198; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 80.86, 0.177; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 80.77, 0.196; GCF_000738015.1, s__Bacillus stercoris, 95.0, 80.73, 0.178; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 80.66, 0.185; GCF_011745685.2, s__Bacillus rugosus, 95.0, 80.6, 0.18; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 80.59, 0.187; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 80.55, 0.186; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 80.43, 0.181; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 80.21, 0.166; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 79.99, 0.169	96.11	11	N/A	N/A
HN00280011_GS00031	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.79	11	N/A	N/A
HN00280011_KCUT25001	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__Virgibacillus dokdonensis	GCF_900166595.1	95.73	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__Virgibacillus dokdonensis	99.07	0.938	GCF_900166595.1	95.73	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__Virgibacillus dokdonensis	99.07	0.938	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900129865.1, s__Virgibacillus chiguensis, 95.0, 95.58, 0.84	93.71	11	N/A	N/A
HN00280011_KCUT25011	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.23	11	0.94444	N/A
HN00280011_KCUT25019	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp002998085	GCF_038738535.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp002998085	98.7	0.955	GCF_038738535.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp002998085	98.7	0.955	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900186955.1, s__Bacillus pumilus, 95.45, 94.96, 0.872; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 94.19, 0.865; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 93.9, 0.853; GCF_000691165.1, s__Bacillus safensis, 95.0, 91.98, 0.858; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 91.91, 0.861; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 91.77, 0.842; GCF_001307105.1, s__Bacillus australimaris, 95.01, 91.65, 0.856; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.57, 0.829; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 91.47, 0.845; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 91.31, 0.82; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.53, 0.784; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.96, 0.707; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.94, 0.795; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.89, 0.775; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 87.05, 0.647; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.57, 0.573	96.07	11	N/A	N/A
HN00280011_KCUT25026	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus iheyensis	GCF_000011245.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus iheyensis	98.64	0.908	GCF_000011245.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus iheyensis	98.64	0.908	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000340475.1, s__Oceanobacillus kimchii, 95.0, 88.6, 0.644	94.52	11	N/A	N/A
HN00280011_KJS25004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas saccharevitans	GCF_900116405.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas saccharevitans	95.64	0.835	GCF_900116405.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas saccharevitans	95.64	0.835	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_040196315.1, s__Halomonas sp040196315, 95.0, 93.74, 0.804; GCA_033720795.1, s__Halomonas sp033720795, 95.0, 91.88, 0.669; GCF_003056305.1, s__Halomonas denitrificans, 95.0, 91.83, 0.769; GCF_005780185.1, s__Halomonas urmiana, 95.0, 91.5, 0.712; GCF_009363755.1, s__Halomonas sp009363755, 95.0, 90.33, 0.664; GCF_001886615.1, s__Halomonas aestuarii, 95.0, 89.23, 0.632; GCF_040196335.1, s__Halomonas sp040196335, 95.0, 87.39, 0.551; GCF_033549285.1, s__Halomonas sp033549285, 95.0, 86.66, 0.504; GCF_023554995.1, s__Halomonas gemina, 95.0, 86.57, 0.502; GCF_004363555.1, s__Halomonas ventosae, 95.0, 86.49, 0.509; GCF_029889845.1, s__Halomonas sp029889845, 95.0, 86.2, 0.474; GCF_031581305.1, s__Halomonas sp031581305, 95.0, 86.18, 0.431; GCF_030012485.1, s__Halomonas rhizosphaerae, 95.0, 86.02, 0.51; GCF_900109725.1, s__Halomonas daqiaonensis, 95.0, 84.91, 0.384; GCF_014192285.1, s__Halomonas fontilapidosi, 95.0, 84.88, 0.453; GCF_900104135.1, s__Halomonas shengliensis, 95.0, 84.83, 0.383; GCF_025725685.1, s__Halomonas sp025725685, 95.0, 84.49, 0.334; GCF_014193375.1, s__Halomonas campaniensis, 95.0, 84.46, 0.351; GCF_034520545.1, s__Halomonas sp034520545, 95.0, 84.41, 0.364; GCF_004361885.1, s__Halomonas ventosae_C, 95.0, 84.4, 0.374; GCF_902500215.1, s__Halomonas lysinitropha, 95.0, 84.37, 0.38; GCA_018401555.1, s__Halomonas sp018401555, 95.0, 84.36, 0.341; GCF_000265245.1, s__Halomonas smyrnensis, 95.0, 84.35, 0.338; GCF_031451675.1, s__Halomonas koreensis, 95.0, 84.32, 0.353; GCF_030708455.1, s__Halomonas sp030708455, 95.0, 84.3, 0.371; GCA_003560175.1, s__Halomonas sp003560175, 95.0, 84.29, 0.238; GCF_040147005.1, s__Halomonas sp040147005, 95.0, 84.28, 0.283; GCA_003552795.1, s__Halomonas sp003552795, 95.0, 84.13, 0.282; GCF_030409305.1, s__Halomonas maura, 95.0, 84.12, 0.333; GCF_023094245.1, s__Halomonas getboli, 95.0, 84.12, 0.326; GCF_030406665.1, s__Halomonas halophila, 95.0, 84.06, 0.323; GCF_030704205.1, s__Halomonas alkalicola, 95.0, 84.02, 0.307; GCF_014859505.1, s__Halomonas sp014859505, 95.0, 83.89, 0.297; GCF_030409215.1, s__Halomonas ramblicola, 95.0, 83.87, 0.31; GCF_009902005.1, s__Halomonas alimentaria, 95.0, 83.75, 0.348; GCF_003553625.1, s__Halomonas sp003553625, 95.0, 83.71, 0.239; GCF_003966155.1, s__Halomonas nitroreducens, 95.0, 83.66, 0.34; GCF_014192275.1, s__Halomonas stenophila, 95.0, 83.66, 0.324; GCF_031451685.1, s__Halomonas mongoliensis, 95.0, 83.62, 0.302; GCF_022487945.1, s__Halomonas flagellata, 95.0, 83.57, 0.332; GCF_039522625.1, s__Halomonas beimenensis, 95.0, 83.55, 0.311; GCF_014192215.1, s__Halomonas cerina, 95.0, 83.44, 0.308; GCF_041689495.1, s__Halomonas sp041689495, 95.0, 83.33, 0.171; GCF_002879645.1, s__Halomonas heilongjiangensis, 95.0, 83.15, 0.32; GCF_004798905.1, s__Halomonas borealis, 95.0, 82.7, 0.276; GCF_014192055.1, s__Halomonas organivorans, 95.0, 82.48, 0.278; GCF_015595025.1, s__Halomonas sp015595025, 95.0, 82.16, 0.233; GCA_024636705.1, s__Halomonas sp024636705, 95.0, 82.1, 0.185; GCF_947490095.1, s__Halomonas sp947490095, 95.0, 82.08, 0.225; GCF_947501415.1, s__Halomonas sp947501415, 95.0, 82.05, 0.255; GCA_020201075.1, s__Halomonas sp020201075, 95.0, 82.0, 0.174; GCF_009901955.1, s__Halomonas icarae, 95.0, 81.97, 0.239; GCA_035581765.1, s__Halomonas sp035581765, 95.0, 81.63, 0.181; GCF_000196875.2, s__Halomonas elongata, 95.0, 81.51, 0.174; GCF_000620045.1, s__Halomonas halodenitrificans, 95.0, 81.17, 0.195; GCF_900116705.1, s__Halomonas korlensis, 95.0, 80.74, 0.178; GCF_031451635.1, s__Halomonas eurihalina, 95.0, 80.53, 0.165; GCF_029081005.1, s__Halomonas elongata_B, 95.0, 80.47, 0.162; GCF_001662305.1, s__Halomonas caseinilytica, 95.0, 80.3, 0.16; GCF_003028575.1, s__Halomonas urumqiensis, 95.0, 80.3, 0.155	96.74	11	N/A	N/A
HN00280011_KJS25048	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp030408035	GCF_030408035.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp030408035	96.15	0.794	GCF_030408035.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp030408035	96.15	0.794	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_904846295.1, s__Psychrobacter maritimus, 95.0, 83.61, 0.27; GCF_001593285.1, s__Psychrobacter sp001593285, 95.0, 83.34, 0.216; GCF_904846405.1, s__Psychrobacter okhotskensis, 95.0, 82.89, 0.207; GCF_014192115.1, s__Psychrobacter luti, 95.0, 82.71, 0.251; GCF_904846155.1, s__Psychrobacter fulvigenes, 95.0, 82.53, 0.167; GCA_904846265.1, s__Psychrobacter immobilis_A, 96.47, 82.22, 0.209; GCF_904846185.1, s__Psychrobacter immobilis_B, 96.34, 82.03, 0.216; GCF_016107575.1, s__Psychrobacter faecalis, 95.0, 81.9, 0.158; GCF_904846615.1, s__Psychrobacter sp000586455, 96.59, 81.87, 0.218; GCF_016107535.1, s__Psychrobacter cibarius, 96.4, 81.86, 0.213; GCF_904846075.1, s__Psychrobacter glacincola_C, 96.47, 81.76, 0.224; GCF_018448495.1, s__Psychrobacter sp018448495, 96.52, 81.75, 0.196; GCF_904845955.1, s__Psychrobacter cibarius_B, 96.29, 81.74, 0.196; GCF_002377905.1, s__Psychrobacter sp002377905, 95.0, 81.74, 0.183; GCF_001435295.1, s__Psychrobacter sp001435295, 96.47, 81.69, 0.213; GCF_003148585.1, s__Psychrobacter immobilis, 96.48, 81.67, 0.211; GCF_000586475.1, s__Psychrobacter sp000586475, 96.45, 81.66, 0.198; GCF_904846285.1, s__Psychrobacter immobilis_D, 95.0, 81.64, 0.2; GCA_030686115.1, s__Psychrobacter cibarius_C, 95.0, 81.58, 0.203; GCF_904846175.1, s__Psychrobacter immobilis_E, 95.0, 81.54, 0.188; GCF_904846065.1, s__Psychrobacter immobilis_H, 96.25, 81.42, 0.209; GCA_900016235.2, s__Psychrobacter cibarius_A, 96.19, 81.4, 0.213; GCA_963925435.1, s__Psychrobacter sp963925435, 95.0, 81.36, 0.18; GCF_014897815.1, s__Psychrobacter sp003530515, 96.28, 81.32, 0.196; GCF_016107525.1, s__Psychrobacter aquimaris, 95.0, 81.32, 0.191; GCF_008369115.1, s__Psychrobacter sp008369115, 95.0, 81.23, 0.19; GCF_036731945.1, s__Psychrobacter sp036731945, 95.0, 81.13, 0.159; GCF_904846525.1, s__Psychrobacter sp904846525, 96.33, 81.08, 0.197; GCF_963515535.1, s__Psychrobacter sp963515535, 95.0, 81.07, 0.158; GCF_016107555.1, s__Psychrobacter celer, 95.0, 80.71, 0.168; GCF_002414005.1, s__Psychrobacter sp002414005, 95.0, 80.51, 0.155	99.09	11	N/A	N/A
HN00280011_KK200214	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc_B;s__Leuconostoc_B fallax	GCF_000165675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc_B;s__Leuconostoc_B fallax	98.58	0.912	GCF_000165675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc_B;s__Leuconostoc_B fallax	98.58	0.912	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.66	11	N/A	N/A
HN00280011_KYF25005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_001593285.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp001593285	91.54	0.766	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030408035.1, s__Psychrobacter sp030408035, 95.0, 85.04, 0.245; GCF_001921745.1, s__Psychrobacter sp001921745, 95.0, 84.68, 0.377; GCF_039615135.1, s__Psychrobacter sp947488565, 95.0, 83.42, 0.34; GCF_947495825.1, s__Psychrobacter sp947495825, 95.0, 82.93, 0.319; GCF_904846155.1, s__Psychrobacter fulvigenes, 95.0, 82.3, 0.167; GCA_029264635.1, s__Psychrobacter sp029264635, 95.0, 82.18, 0.189; GCF_904846405.1, s__Psychrobacter okhotskensis, 95.0, 81.48, 0.151	99.32	11	0.98989	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
HN00280011_L11-28	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus barcinonensis	GCF_003217495.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus barcinonensis	98.97	0.908	GCF_003217495.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus barcinonensis	98.97	0.908	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_014639235.1, s__Paenibacillus silvae, 95.0, 89.9, 0.726; GCF_040702995.1, s__Paenibacillus sp040702995, 95.0, 83.76, 0.351; GCF_900102085.1, s__Paenibacillus polysaccharolyticus, 95.11, 83.67, 0.355; GCF_003719335.1, s__Paenibacillus amylolyticus_D, 95.0, 83.42, 0.355; GCF_023714295.1, s__Paenibacillus polysaccharolyticus_A, 95.0, 83.33, 0.339; GCF_007680605.1, s__Paenibacillus xylanexedens_B, 95.0, 83.2, 0.35; GCF_948329825.1, s__Paenibacillus sp017512705, 95.0, 82.82, 0.282; GCF_037974355.1, s__Paenibacillus sp037974355, 95.0, 82.09, 0.178; GCF_024159265.1, s__Paenibacillus sp024159265, 95.0, 81.91, 0.176; GCF_037991315.1, s__Paenibacillus sp012912005, 95.0, 81.82, 0.171; GCF_037971845.1, s__Paenibacillus sp001955855, 95.66, 81.75, 0.174; GCF_008386395.1, s__Paenibacillus amylolyticus_B, 95.0, 81.72, 0.182; GCF_030815985.1, s__Paenibacillus sp030815985, 95.6, 81.69, 0.175; GCF_037975235.1, s__Paenibacillus amylolyticus_A, 95.0, 81.69, 0.171; GCF_000316035.1, s__Paenibacillus sp000316035, 95.0, 81.63, 0.172; GCF_029689945.1, s__Paenibacillus amylolyticus_E, 95.0, 81.61, 0.173; GCF_002968835.1, s__Paenibacillus sp002968835, 95.0, 81.59, 0.169; GCF_037974265.1, s__Paenibacillus sp037974265, 95.55, 81.55, 0.173; GCF_001908275.1, s__Paenibacillus xylanexedens_A, 95.18, 81.46, 0.175; GCA_022836915.1, s__Paenibacillus sp900101225, 95.0, 81.4, 0.173; GCF_032452295.1, s__Paenibacillus sp032452295, 95.0, 81.27, 0.165; GCF_017874615.1, s__Paenibacillus xylanexedens, 96.19, 81.21, 0.172; GCF_026013365.1, s__Paenibacillus sp026013365, 95.0, 81.19, 0.155; GCF_004001025.1, s__Paenibacillus amylolyticus, 96.35, 81.16, 0.171; GCA_038005685.1, s__Paenibacillus sp038005685, 95.0, 81.16, 0.168; GCF_007676705.1, s__Paenibacillus xylanexedens_C, 95.0, 81.08, 0.155; GCF_018614975.1, s__Paenibacillus polymyxa_E, 95.0, 81.03, 0.163	94.2	11	N/A	N/A
HN00280011_L11-30	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__Virgibacillus sp000725285	GCF_000725285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__Virgibacillus sp000725285	98.21	0.875	GCF_000725285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__Virgibacillus sp000725285	98.21	0.875	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001310895.1, s__Virgibacillus halodenitrificans, 95.0, 90.71, 0.753	95.19	11	N/A	N/A
